"股票代號","股票名稱","資買進","資賣出","資現償","資前餘額","資今餘","資限額","券買進","券賣出","券現償","券前餘","券今餘","券限額","資券互抵","註記",
"8374","羅昇","22","36","0","5,422","5,408","22,228","0","2","0","12","14","22,228","3","",
"8404","百和興業-KY","167","187","0","10,409","10,389","66,325","11","11","0","100","100","66,325","0","",
"8411","福貞-KY","93","57","7","1,622","1,651","43,849","0","8","0","0","8","43,849","1","",
"8422","可寧衛","16","23","0","712","705","27,222","0","0","0","0","0","27,222","0","",
"8427","基勝-KY","0","2","0","414","412","26,065","0","0","0","0","0","26,065","0","",
"8429","金麗-KY","144","48","0","6,856","6,952","44,897","0","0","0","0","0","44,897","0","",
"8442","威宏-KY","6","0","0","60","66","12,499","0","0","0","0","0","12,499","0","",
"8443","阿瘦","0","0","0","558","558","16,700","0","0","0","0","0","16,700","0","",
"8454","富邦媒","9","11","0","1,329","1,327","35,514","2","0","0","2","0","35,514","0","",
"8463","潤泰材","734","439","0","2,215","2,510","37,500","20","44","0","146","170","37,500","24","",
"8464","億豐","12","3","0","708","717","73,255","0","0","0","2","2","73,255","0","",
"8466","美吉吉-KY","0","7","0","855","848","16,514","0","0","0","0","0","16,514","0","",
"8467","波力-KY","0","2","0","31","29","12,715","0","0","0","0","0","12,715","0","",
"8473","山林水","13","13","6","1,217","1,211","33,053","0","0","0","1","1","33,053","0","",
"8480","泰昇-KY","0","3","0","87","84","8,925","0","0","0","0","0","8,925","0","",
"8481","政伸","0","0","0","315","315","16,650","0","0","0","0","0","16,650","0","",
"8488","吉源-KY","2","1","0","263","264","16,875","0","0","0","0","0","16,875","0","",
"8926","台汽電","431","224","1","6,515","6,721","147,262","0","2","0","15","17","147,262","20","",
"8940","新天地","6","2","0","795","799","16,872","0","8","0","0","8","16,872","0","",
"8996","高力","10","13","0","3,285","3,282","22,346","6","7","0","15","16","22,346","0","",
"9103","美德醫療-DR","15","0","0","3,144","3,159","51,382","0","0","0","0","0","51,382","0","",
"910322","康師傅-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"910482","聖馬丁-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"9105","泰金寶-DR","87","3","0","14,290","14,374","209,821","0","1","0","37","38","209,821","0","",
"910861","神州-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"911616","杜康-DR","5","3","0","3,948","3,950","32,500","0","0","0","0","0","32,500","1","",
"911619","耀傑-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"911868","同方友友-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"912000","晨訊科-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"912398","友佳-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"9136","巨騰-DR","133","14","3","6,818","6,934","40,000","0","0","0","10","10","40,000","0","",
"9157","陽光能源-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"9188","精熙-DR","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"9802","鈺齊-KY","26","18","13","5,188","5,183","36,563","0","0","0","33","33","36,563","0","",
"9902","台火","11","5","0","3,072","3,078","24,512","0","0","0","0","0","24,512","0","",
"9904","寶成","18","155","15","5,776","5,624","736,696","3","0","0","34","31","736,696","0","",
"9905","大華","0","4","0","172","168","76,250","0","0","0","0","0","76,250","0","",
"9906","欣巴巴","5","3","0","2,157","2,159","18,641","0","0","0","0","0","18,641","0","",
"9907","統一實","44","0","0","3,593","3,637","394,786","21","0","0","21","0","394,786","0","",
"9908","大台北","0","0","0","1,454","1,454","129,089","0","0","0","0","0","129,089","0","",
"9910","豐泰","10","58","0","1,059","1,011","166,985","0","0","0","2","2","166,985","0","",
"9911","櫻花","69","10","0","1,331","1,390","52,033","0","0","0","1","1","52,033","0","",
"9912","偉聯","94","236","7","2,530","2,381","13,201","5","46","0","30","71","13,201","1","",
"9914","美利達","2","2","0","265","265","74,745","0","2","0","13","15","74,745","0","",
"9917","中保","0","0","0","7","7","112,799","0","0","0","0","0","112,799","0","",
"9918","欣天然","0","0","0","9","9","45,134","0","0","0","0","0","45,134","0","",
"9919","康那香","15","1","0","1,501","1,515","49,281","0","0","0","0","0","49,281","0","",
"9921","巨大","1","27","0","340","314","93,766","0","0","0","0","0","93,766","0","",
"9924","福興","0","26","0","543","517","47,113","0","0","0","0","0","47,113","0","",
"9925","新保","0","0","2","66","64","95,913","0","0","0","0","0","95,913","0","",
"9926","新海","0","0","0","0","0","44,876","0","0","0","0","0","44,876","0","X",
"9927","泰銘","1","2","0","1,318","1,317","52,287","0","0","0","0","0","52,287","0","",
"9928","中視","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"9929","秋雨","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"9930","中聯資源","0","1","0","58","57","56,486","0","0","0","0","0","56,486","0","",
"9931","欣高","0","0","0","7","7","25,562","0","0","0","0","0","25,562","0","",
"9933","中鼎","60","15","0","2,842","2,887","190,818","0","1","0","13","14","190,818","0","",
"9934","成霖","1,850","849","0","10,420","11,421","91,893","1","66","0","78","143","91,893","9","",
"9935","慶豐富","0","0","0","0","0","0","0","0","0","0","0","0","0","OX",
"9937","全國","7","0","0","146","153","77,260","0","0","0","0","0","77,260","0","",
"9938","百和","585","737","0","5,381","5,229","74,490","14","62","0","52","100","74,490","13","",
"9939","宏全","58","55","47","3,358","3,314","73,219","1","0","0","56","55","73,219","0","",
"9940","信義","5","0","0","1,312","1,317","162,875","0","0","0","5","5","162,875","0","",
"9941","裕融","67","44","0","1,813","1,836","68,657","0","0","0","2","2","68,657","0","",
"9942","茂順","0","0","0","415","415","20,790","0","0","0","0","0","20,790","0","",
"9943","好樂迪","5","0","0","118","123","36,829","0","0","0","3","3","36,829","0","",
"9944","新麗","21","17","0","8,012","8,016","27,276","0","0","0","0","0","27,276","0","",
"9945","潤泰新","110","110","0","21,054","21,054","418,022","0","1","0","24","25","418,022","3","",
"9946","三發地產","65","11","0","3,054","3,108","65,381","0","0","0","0","0","65,381","0","",
"9955","佳龍","11","1","0","1,735","1,745","25,802","0","1","0","0","1","25,802","0","",
"9958","世紀鋼","0","318","1","16,174","15,855","46,389","811","85","0","3,451","2,725","46,389","92","",